account_id,graph_anomaly_score,contributing_factors
806F692F0,0.0,baseline structural profile; no graph anomalies detected
806F7AF90,0.0,baseline structural profile; no graph anomalies detected
806F854C0,0.1,isolated micro-cluster (size=6)
806FBD470,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
806FD0080,0.0,baseline structural profile; no graph anomalies detected
806FD2170,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
806FE7D00,0.0,baseline structural profile; no graph anomalies detected
806FE98C0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
806FF0A50,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
806FF21B0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
806FF38A0,0.1,isolated micro-cluster (size=7)
806FF83D0,0.0,baseline structural profile; no graph anomalies detected
80702B680,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80703F540,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8070ABFB0,0.1,isolated micro-cluster (size=8)
8070B6760,0.1,isolated micro-cluster (size=10)
8070BF070,0.1,isolated micro-cluster (size=9)
8070F4600,0.127,isolated micro-cluster (size=5)
807106A80,0.0,baseline structural profile; no graph anomalies detected
80711DFC0,0.0,baseline structural profile; no graph anomalies detected
80712D740,0.1,isolated micro-cluster (size=7)
80714C310,0.0,baseline structural profile; no graph anomalies detected
8071D95E0,0.0,baseline structural profile; no graph anomalies detected
80720A620,0.0,baseline structural profile; no graph anomalies detected
807218F20,0.0,baseline structural profile; no graph anomalies detected
807221410,0.0,baseline structural profile; no graph anomalies detected
8072233C0,0.0,baseline structural profile; no graph anomalies detected
807263700,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
807263750,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80728C6E0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
807328630,0.0,baseline structural profile; no graph anomalies detected
807331EB0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8073379A0,0.1,isolated micro-cluster (size=7)
80734C290,0.0,baseline structural profile; no graph anomalies detected
80734F320,0.218,topological outlier in Node2Vec space (DBSCAN outlier)
80735EF70,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80736E5C0,0.0,baseline structural profile; no graph anomalies detected
807398950,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8073C6660,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8073E3FC0,0.1,isolated micro-cluster (size=9)
80745AA70,0.1,isolated micro-cluster (size=6)
807466E30,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8074670F0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
807481AF0,0.0,baseline structural profile; no graph anomalies detected
807490390,0.1,isolated micro-cluster (size=8)
8074EFE30,0.0,baseline structural profile; no graph anomalies detected
807514D30,0.1,isolated micro-cluster (size=7)
807523A90,0.1,isolated micro-cluster (size=5)
8075523B0,0.0,baseline structural profile; no graph anomalies detected
807566EB0,0.0,baseline structural profile; no graph anomalies detected
8075B2D30,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8075BE8C0,0.0,baseline structural profile; no graph anomalies detected
8075EEC90,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8075F3820,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
807605F70,0.1,isolated micro-cluster (size=8)
80761C8E0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8076673E0,0.3392,"high flow betweenness centrality (bc=1.21e-06); isolated micro-cluster (size=9); high transaction volume (in=25, out=75)"
807669B50,0.1,isolated micro-cluster (size=5)
80766A3D0,0.0,baseline structural profile; no graph anomalies detected
807676CD0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8076877F0,0.1,isolated micro-cluster (size=5)
807688B50,0.1,isolated micro-cluster (size=9)
8076BFE50,0.1,isolated micro-cluster (size=5)
8076D6E50,0.0,baseline structural profile; no graph anomalies detected
8076E6530,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8076EB8A0,0.209,topological outlier in Node2Vec space (DBSCAN outlier)
8076F4060,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8076F59C0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80770A670,0.1,isolated micro-cluster (size=9)
80770DA20,0.0,baseline structural profile; no graph anomalies detected
80770FD80,0.0,baseline structural profile; no graph anomalies detected
807714E90,0.1,isolated micro-cluster (size=9)
80771C250,0.1,isolated micro-cluster (size=5)
8077247A0,0.1,isolated micro-cluster (size=8)
807733150,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
807734810,0.218,topological outlier in Node2Vec space (DBSCAN outlier)
80773B2B0,0.1,isolated micro-cluster (size=9)
80773C7A0,0.218,topological outlier in Node2Vec space (DBSCAN outlier)
80773C7F0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80773ECB0,0.0,baseline structural profile; no graph anomalies detected
80775BA70,0.0,baseline structural profile; no graph anomalies detected
807776300,0.0,baseline structural profile; no graph anomalies detected
80777E5C0,0.0,baseline structural profile; no graph anomalies detected
807789D50,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80779AFC0,0.0,baseline structural profile; no graph anomalies detected
80779DBC0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8077A46F0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8077AE780,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8077D9C80,0.1,isolated micro-cluster (size=6)
8077F7C20,0.0,baseline structural profile; no graph anomalies detected
807803590,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80788FB20,0.0,baseline structural profile; no graph anomalies detected
8078A0F40,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8078A7670,0.1811,high flow betweenness centrality (bc=5.19e-07); isolated micro-cluster (size=7)
8078A7710,0.1,isolated micro-cluster (size=7)
8078AF310,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80790E150,0.0,baseline structural profile; no graph anomalies detected
807916270,0.0,baseline structural profile; no graph anomalies detected
8079762D0,0.0,baseline structural profile; no graph anomalies detected
8079AAA10,0.0,baseline structural profile; no graph anomalies detected
8079B63F0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8079DC880,0.218,topological outlier in Node2Vec space (DBSCAN outlier)
8079E1450,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8079E2FB0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
807A2A400,0.0,baseline structural profile; no graph anomalies detected
807A367B0,0.1,isolated micro-cluster (size=9)
807A4A280,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
807A63060,0.0,baseline structural profile; no graph anomalies detected
807A879A0,0.0,baseline structural profile; no graph anomalies detected
807A8BFF0,0.0,baseline structural profile; no graph anomalies detected
807AA4750,0.0,baseline structural profile; no graph anomalies detected
807ACADE0,0.0,baseline structural profile; no graph anomalies detected
807AE44A0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
807AE44F0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
807B0FC30,0.0,baseline structural profile; no graph anomalies detected
807B1F260,0.0,baseline structural profile; no graph anomalies detected
807B50340,0.1,isolated micro-cluster (size=6)
807BECC30,0.0,baseline structural profile; no graph anomalies detected
807BF8490,0.0,baseline structural profile; no graph anomalies detected
807C17A30,0.1,isolated micro-cluster (size=6)
807C493E0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
807C50360,0.0,baseline structural profile; no graph anomalies detected
807C523B0,0.0,baseline structural profile; no graph anomalies detected
807C5CDC0,0.136,isolated micro-cluster (size=5)
807C5CE10,0.1,isolated micro-cluster (size=5)
807C7C430,0.0,baseline structural profile; no graph anomalies detected
807C9D3A0,0.0,baseline structural profile; no graph anomalies detected
807CACED0,0.0,baseline structural profile; no graph anomalies detected
807CD0050,0.0,baseline structural profile; no graph anomalies detected
807CD4050,0.0,baseline structural profile; no graph anomalies detected
807CFCE50,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
807D17DB0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
807D1F460,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
807D244F0,0.1,isolated micro-cluster (size=6)
807D25570,0.1,isolated micro-cluster (size=7)
807D75320,0.1,isolated micro-cluster (size=6)
807D80E70,0.0,baseline structural profile; no graph anomalies detected
807DC0D70,0.0,baseline structural profile; no graph anomalies detected
807DE2E10,0.0,baseline structural profile; no graph anomalies detected
807DE8030,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
807DE9A00,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
807DF3600,0.2041,"isolated micro-cluster (size=5); high transaction volume (in=35, out=51)"
807E3B150,0.0,baseline structural profile; no graph anomalies detected
807E4A3D0,0.0,baseline structural profile; no graph anomalies detected
807E80300,0.1,isolated micro-cluster (size=5)
807E9A5B0,0.0,baseline structural profile; no graph anomalies detected
807EA7DF0,0.1,isolated micro-cluster (size=10)
807EE8EB0,0.0,baseline structural profile; no graph anomalies detected
807EECEA0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
807EEF790,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
807EFA590,0.0,baseline structural profile; no graph anomalies detected
807F056B0,0.2041,"isolated micro-cluster (size=5); high transaction volume (in=9, out=50)"
807F0F780,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
807F15720,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
807F174C0,0.0,baseline structural profile; no graph anomalies detected
807F18AC0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
807F18C00,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
807F59C60,0.0,baseline structural profile; no graph anomalies detected
807F7AF60,0.0,baseline structural profile; no graph anomalies detected
807FC49A0,0.1,isolated micro-cluster (size=5)
807FD1ED0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
807FE6A50,0.0,baseline structural profile; no graph anomalies detected
8080235A0,0.218,topological outlier in Node2Vec space (DBSCAN outlier)
80803B990,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80803B9E0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80803EA90,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80806E360,0.218,topological outlier in Node2Vec space (DBSCAN outlier)
808077E90,0.0,baseline structural profile; no graph anomalies detected
8080A28A0,0.0,baseline structural profile; no graph anomalies detected
8080D49F0,0.0,baseline structural profile; no graph anomalies detected
8080D8570,0.0,baseline structural profile; no graph anomalies detected
8080FF4A0,0.0,baseline structural profile; no graph anomalies detected
80811F3E0,0.0,baseline structural profile; no graph anomalies detected
8081319B0,0.1,isolated micro-cluster (size=9)
80813E130,0.1,isolated micro-cluster (size=5)
80814F280,0.0,baseline structural profile; no graph anomalies detected
808153A70,0.0,baseline structural profile; no graph anomalies detected
808176090,0.0,baseline structural profile; no graph anomalies detected
8081DFAB0,0.0,baseline structural profile; no graph anomalies detected
8081F2B60,0.0,baseline structural profile; no graph anomalies detected
80822D000,0.0,baseline structural profile; no graph anomalies detected
808230E10,0.1,isolated micro-cluster (size=7)
80828DBC0,0.0,baseline structural profile; no graph anomalies detected
8082925A0,0.1,isolated micro-cluster (size=6)
8082B1330,0.0,baseline structural profile; no graph anomalies detected
8082E0520,0.0,baseline structural profile; no graph anomalies detected
8082E1260,0.0,baseline structural profile; no graph anomalies detected
808303870,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80830C060,0.3041,"topological outlier in Node2Vec space (DBSCAN outlier); high transaction volume (in=32, out=48)"
8083461B0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808357780,0.1,isolated micro-cluster (size=6)
80837EE10,0.2081,high flow betweenness centrality (bc=6.92e-07); isolated micro-cluster (size=7)
8083881A0,0.0,baseline structural profile; no graph anomalies detected
808397170,0.1,isolated micro-cluster (size=6)
8083B9720,0.1,isolated micro-cluster (size=5)
8083B9770,0.1,isolated micro-cluster (size=5)
8083B9860,0.127,isolated micro-cluster (size=5)
8083C23D0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8083D6020,0.1,isolated micro-cluster (size=5)
8083E41E0,0.0,baseline structural profile; no graph anomalies detected
8083EB130,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8083FF5B0,0.1,isolated micro-cluster (size=7)
8084157F0,0.0,baseline structural profile; no graph anomalies detected
80841A810,0.1,isolated micro-cluster (size=5)
80842FB20,0.1,isolated micro-cluster (size=5)
8084357D0,0.227,topological outlier in Node2Vec space (DBSCAN outlier)
808444B20,0.0,baseline structural profile; no graph anomalies detected
808485320,0.1,isolated micro-cluster (size=10)
8084E68B0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8084EA1E0,0.1,isolated micro-cluster (size=8)
808563320,0.218,topological outlier in Node2Vec space (DBSCAN outlier)
808592ED0,0.1,isolated micro-cluster (size=7)
80859BE30,0.0,baseline structural profile; no graph anomalies detected
80859C380,0.0,baseline structural profile; no graph anomalies detected
8085C1A60,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8085C23B0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8085C6D50,0.1,isolated micro-cluster (size=9)
8085DD080,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8085FCBE0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80860E410,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808614EB0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808621E10,0.1,isolated micro-cluster (size=6)
808622050,0.1541,isolated micro-cluster (size=6)
808649F10,0.236,topological outlier in Node2Vec space (DBSCAN outlier)
8086598D0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80865B830,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808660B60,0.0,baseline structural profile; no graph anomalies detected
80866A7E0,0.0,baseline structural profile; no graph anomalies detected
808697F70,0.0,baseline structural profile; no graph anomalies detected
8086B7B50,0.1,isolated micro-cluster (size=6)
8086BC2E0,0.0,baseline structural profile; no graph anomalies detected
8086C8A00,0.0,baseline structural profile; no graph anomalies detected
8086D53D0,0.1,isolated micro-cluster (size=9)
8086E0C10,0.1,isolated micro-cluster (size=5)
8087524B0,0.1,isolated micro-cluster (size=6)
8087528A0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808761F40,0.1,isolated micro-cluster (size=7)
80876B4A0,0.0,baseline structural profile; no graph anomalies detected
80877E700,0.0,baseline structural profile; no graph anomalies detected
808780350,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80882D5A0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80882D5F0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8088317F0,0.0,baseline structural profile; no graph anomalies detected
80884F130,0.0,baseline structural profile; no graph anomalies detected
80888FA00,0.0,baseline structural profile; no graph anomalies detected
8088A8FF0,0.0,baseline structural profile; no graph anomalies detected
8088A9360,0.1,isolated micro-cluster (size=5)
8088B0390,0.0,baseline structural profile; no graph anomalies detected
8088F16E0,0.0,baseline structural profile; no graph anomalies detected
8088FCA40,0.0,baseline structural profile; no graph anomalies detected
808903EC0,0.0,baseline structural profile; no graph anomalies detected
808921000,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808921B40,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808930C40,0.0,baseline structural profile; no graph anomalies detected
808978A40,0.1,isolated micro-cluster (size=9)
8089A5AB0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8089BBD80,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8089BCB70,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8089E2100,0.1,isolated micro-cluster (size=5)
8089F08D0,0.1,isolated micro-cluster (size=10)
8089FE4A0,0.0,baseline structural profile; no graph anomalies detected
808A00DD0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808A1C570,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808A1EAE0,0.209,topological outlier in Node2Vec space (DBSCAN outlier)
808A1EB30,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808A55920,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808A826F0,0.0,baseline structural profile; no graph anomalies detected
808A8C890,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808A99A90,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808AA7580,0.0,baseline structural profile; no graph anomalies detected
808AA8CB0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808AA91E0,0.209,topological outlier in Node2Vec space (DBSCAN outlier)
808AB33A0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808AD9180,0.0,baseline structural profile; no graph anomalies detected
808AFC6A0,0.1,isolated micro-cluster (size=5)
808AFC8D0,0.1,isolated micro-cluster (size=5)
808B18F30,0.0,baseline structural profile; no graph anomalies detected
808B1C590,0.1,isolated micro-cluster (size=10)
808B1EAE0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808B4ABD0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808B4C0F0,0.1,isolated micro-cluster (size=9)
808B564A0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808B9ABB0,0.0,baseline structural profile; no graph anomalies detected
808BC2C60,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808BCAA90,0.1,isolated micro-cluster (size=7)
808BCB550,0.1,isolated micro-cluster (size=7)
808BDDFF0,0.0,baseline structural profile; no graph anomalies detected
808BE9280,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808C125A0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808C1F480,0.1,isolated micro-cluster (size=5)
808C23710,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808C59F00,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808C63380,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808C7A930,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808CA0F70,0.0,baseline structural profile; no graph anomalies detected
808CBEB50,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808CBFC20,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808CF8E40,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808D14B70,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808D4CF90,0.0,baseline structural profile; no graph anomalies detected
808D52770,0.0,baseline structural profile; no graph anomalies detected
808D5B530,0.227,topological outlier in Node2Vec space (DBSCAN outlier)
808D62D60,0.0,baseline structural profile; no graph anomalies detected
808D80FB0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808D8C140,0.1,isolated micro-cluster (size=6)
808D8FB20,0.0,baseline structural profile; no graph anomalies detected
808D94BD0,0.0,baseline structural profile; no graph anomalies detected
808DBFA40,0.1,isolated micro-cluster (size=9)
808E0D570,0.1,isolated micro-cluster (size=6)
808E13B70,0.0,baseline structural profile; no graph anomalies detected
808E39660,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808E644E0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808E6F9F0,0.1,isolated micro-cluster (size=6)
808E7B470,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808E7B510,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808E7B560,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808E7B7D0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808ECB730,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808ED4030,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808EEDD30,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808EF6310,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808F04160,0.1,isolated micro-cluster (size=5)
808F06960,0.0,baseline structural profile; no graph anomalies detected
808F40990,0.1,isolated micro-cluster (size=9)
808F41090,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808FBE0A0,0.1,isolated micro-cluster (size=5)
808FD35A0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808FD43B0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
808FDE640,0.0,baseline structural profile; no graph anomalies detected
808FEF500,0.177,"isolated micro-cluster (size=5); high transaction volume (in=20, out=42)"
8090283D0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
809030A70,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
809069D90,0.1,isolated micro-cluster (size=9)
809074FA0,0.1,isolated micro-cluster (size=5)
80908AF90,0.1,isolated micro-cluster (size=5)
80909FFE0,0.127,isolated micro-cluster (size=5)
8090AC860,0.0,baseline structural profile; no graph anomalies detected
8090B5E90,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8090C0680,0.1,isolated micro-cluster (size=5)
8090C69C0,0.1,isolated micro-cluster (size=5)
8090D1640,0.1,isolated micro-cluster (size=5)
8090F8140,0.1,isolated micro-cluster (size=5)
8091088B0,0.136,isolated micro-cluster (size=5)
809139F60,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80913F850,0.0,baseline structural profile; no graph anomalies detected
8091545B0,0.1,isolated micro-cluster (size=5)
80915AB30,0.1,isolated micro-cluster (size=9)
80916E0F0,0.0,baseline structural profile; no graph anomalies detected
80917BC30,0.0,baseline structural profile; no graph anomalies detected
809183730,0.0,baseline structural profile; no graph anomalies detected
809188C80,0.1,isolated micro-cluster (size=9)
80918FEC0,0.0,baseline structural profile; no graph anomalies detected
80920B240,0.1,isolated micro-cluster (size=9)
80920B580,0.0,baseline structural profile; no graph anomalies detected
80922CDA0,0.0,baseline structural profile; no graph anomalies detected
80924FF30,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
809250070,0.209,topological outlier in Node2Vec space (DBSCAN outlier)
8092518F0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
809252EE0,0.0,baseline structural profile; no graph anomalies detected
8092927E0,0.0,baseline structural profile; no graph anomalies detected
8092A06E0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8092F28B0,0.0,baseline structural profile; no graph anomalies detected
8092FD180,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
809326550,0.0,baseline structural profile; no graph anomalies detected
809334D30,0.0,baseline structural profile; no graph anomalies detected
80933EB10,0.1,isolated micro-cluster (size=5)
8093409B0,0.1,isolated micro-cluster (size=5)
80938EF50,0.0,baseline structural profile; no graph anomalies detected
809390850,0.0,baseline structural profile; no graph anomalies detected
80939F610,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8093A7560,0.177,"isolated micro-cluster (size=5); high transaction volume (in=37, out=15)"
8093C4820,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8093DA900,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8093DAD40,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8093DF330,0.0,baseline structural profile; no graph anomalies detected
8093E2B50,0.0,baseline structural profile; no graph anomalies detected
80941CF80,0.0,baseline structural profile; no graph anomalies detected
809429280,0.1,isolated micro-cluster (size=6)
80945F1B0,0.0,baseline structural profile; no graph anomalies detected
809461CA0,0.1,isolated micro-cluster (size=10)
809472010,0.1,isolated micro-cluster (size=8)
8094915D0,0.1,isolated micro-cluster (size=5)
809499030,0.1,isolated micro-cluster (size=9)
8094CAC70,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8094CAD10,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8094F2020,0.127,isolated micro-cluster (size=5)
8094FBAB0,0.0,baseline structural profile; no graph anomalies detected
80951E590,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80951E630,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80952C900,0.25,topological outlier in Node2Vec space (DBSCAN outlier); multiple connected employees (2 internal contacts)
80952DE20,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
809534360,0.1,isolated micro-cluster (size=5)
8095375C0,0.0,baseline structural profile; no graph anomalies detected
80954C940,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8095C5830,0.218,topological outlier in Node2Vec space (DBSCAN outlier)
8095E2300,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8095E3A10,0.0,baseline structural profile; no graph anomalies detected
8095E4450,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
809613680,0.0,baseline structural profile; no graph anomalies detected
809630F40,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8096311B0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
809639E80,0.0,baseline structural profile; no graph anomalies detected
80964E5D0,0.0,baseline structural profile; no graph anomalies detected
80966B850,0.0,baseline structural profile; no graph anomalies detected
80967E310,0.0,baseline structural profile; no graph anomalies detected
8096826D0,0.0,baseline structural profile; no graph anomalies detected
80969E460,0.0,baseline structural profile; no graph anomalies detected
8096A4EA0,0.1,isolated micro-cluster (size=6)
8096A6860,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8096B63F0,0.0,baseline structural profile; no graph anomalies detected
8096C2F70,0.1,isolated micro-cluster (size=9)
8096D4670,0.0,baseline structural profile; no graph anomalies detected
8096DBEA0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8096DC670,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8096DCCA0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8096E3390,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8096EA020,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8096EB0C0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
809710790,0.1,isolated micro-cluster (size=5)
809723740,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80975A330,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
809789820,0.218,topological outlier in Node2Vec space (DBSCAN outlier)
80978A5E0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80979BC40,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80979F6D0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8097B1700,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8097B17F0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8097B61E0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8097B7580,0.0,baseline structural profile; no graph anomalies detected
8097D9140,0.1,isolated micro-cluster (size=7)
809802C00,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
809877B10,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80989AF70,0.136,isolated micro-cluster (size=5)
80989B010,0.1,isolated micro-cluster (size=5)
8098DB610,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8098E55D0,0.0,baseline structural profile; no graph anomalies detected
8098EE660,0.0,baseline structural profile; no graph anomalies detected
8098EF090,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8098F9EB0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8098FA6C0,0.0,baseline structural profile; no graph anomalies detected
80992F890,0.0,baseline structural profile; no graph anomalies detected
80992F9D0,0.0,baseline structural profile; no graph anomalies detected
8099316E0,0.0,baseline structural profile; no graph anomalies detected
8099322C0,0.0,baseline structural profile; no graph anomalies detected
809932400,0.0,baseline structural profile; no graph anomalies detected
809932540,0.0,baseline structural profile; no graph anomalies detected
8099325E0,0.0,baseline structural profile; no graph anomalies detected
8099326D0,0.0,baseline structural profile; no graph anomalies detected
8099328B0,0.0,baseline structural profile; no graph anomalies detected
809932D90,0.0,baseline structural profile; no graph anomalies detected
809932DE0,0.0,baseline structural profile; no graph anomalies detected
809932E80,0.0,baseline structural profile; no graph anomalies detected
809932F20,0.0,baseline structural profile; no graph anomalies detected
809933510,0.0,baseline structural profile; no graph anomalies detected
809933AC0,0.0,baseline structural profile; no graph anomalies detected
809933C50,0.0,baseline structural profile; no graph anomalies detected
809933CF0,0.0,baseline structural profile; no graph anomalies detected
809933D90,0.0,baseline structural profile; no graph anomalies detected
80994FCD0,0.1,isolated micro-cluster (size=5)
