event_id,employee_id,action,target_account_id,old_value,new_value,timestamp,scenario_type,scenario_id
EVT_090007,EMP_0017,modify,8000573C0,"address=123 Main St, Springfield","address=PO Box 9999, Offshore City",2022-09-13 09:08:11,suspicious,S07
EVT_000577,EMP_0099,grant,801D83260,,batch_payment,2022-09-13 10:09:05,,
EVT_090037,EMP_0044,modify,80005C790,risk_rating=high,risk_rating=medium,2022-09-13 12:34:51,legitimate,L16
EVT_000479,EMP_0163,revoke,80330EE20,admin,,2022-09-13 13:46:45,,
EVT_000613,EMP_0030,modify,804BAF8B0,45179,48368,2022-09-13 14:14:17,,
EVT_000160,EMP_0014,grant,8029DCFF0,,forex,2022-09-13 14:37:15,,
EVT_000200,EMP_0102,revoke,811F4EC70,wire_transfer,,2022-09-13 14:45:10,,
EVT_000103,EMP_0012,grant,806969E00,,large_transaction,2022-09-13 15:50:22,,
EVT_000732,EMP_0061,revoke,80105A870,admin,,2022-09-13 16:15:57,,
EVT_000132,EMP_0076,modify,806C3B980,9612,6906,2022-09-13 16:58:19,,
EVT_000392,EMP_0040,grant,8096EB0C0,,large_transaction,2022-09-13 17:04:32,,
EVT_000027,EMP_0156,grant,8142C8E51,,api_access,2022-09-13 17:09:13,,
EVT_000139,EMP_0095,grant,80DFE4230,,large_transaction,2022-09-13 17:35:48,,
EVT_000022,EMP_0121,revoke,80068E7D0,wire_transfer,,2022-09-13 17:36:06,,
EVT_000607,EMP_0096,revoke,8029ED1D0,batch_payment,,2022-09-13 17:54:31,,
EVT_000286,EMP_0132,revoke,810AB4E00,forex,,2022-09-13 17:57:30,,
EVT_000555,EMP_0035,modify,814271060,45518,7240,2022-09-13 18:02:18,,
EVT_000579,EMP_0199,grant,810ED4960,,large_transaction,2022-09-13 19:17:18,,
EVT_000426,EMP_0097,grant,803CD6B50,,forex,2022-09-13 19:48:06,,
EVT_000190,EMP_0040,modify,803419FE0,6567,4447,2022-09-13 19:48:35,,
EVT_000129,EMP_0065,modify,80E196D60,13460,41690,2022-09-13 20:16:31,,
EVT_090004,EMP_0014,modify,800056CB0,monitoring_threshold=5000,monitoring_threshold=50000,2022-09-13 20:35:46,suspicious,S04
EVT_000088,EMP_0093,grant,80CF0D380,,api_access,2022-09-13 20:37:43,,
EVT_000381,EMP_0146,modify,80E06B610,23092,20334,2022-09-13 20:58:16,,
EVT_000693,EMP_0148,grant,80D891CE0,,large_transaction,2022-09-13 21:21:48,,
EVT_000211,EMP_0040,grant,80FD27A20,,api_access,2022-09-13 21:44:03,,
EVT_000433,EMP_0049,modify,810BEE880,3591,5769,2022-09-13 22:46:19,,
EVT_000181,EMP_0095,revoke,802605BB0,api_access,,2022-09-13 23:08:35,,
EVT_000600,EMP_0151,modify,80D2E9E20,22413,26606,2022-09-13 23:23:43,,
EVT_000450,EMP_0172,grant,80101D8F0,,wire_transfer,2022-09-13 23:51:00,,
EVT_000239,EMP_0087,modify,8124612A0,3473,44380,2022-09-14 00:39:12,,
EVT_000026,EMP_0180,modify,8054C97C0,15284,31476,2022-09-14 00:53:39,,
EVT_000182,EMP_0144,modify,8146957B0,15821,29122,2022-09-14 01:06:44,,
EVT_000304,EMP_0135,modify,80882D5F0,48111,32369,2022-09-14 01:49:08,,
EVT_000637,EMP_0035,grant,8103B2E50,,batch_payment,2022-09-14 02:13:11,,
EVT_000793,EMP_0164,grant,8054A7A50,,large_transaction,2022-09-14 02:40:11,,
EVT_000356,EMP_0091,revoke,80E0F2170,api_access,,2022-09-14 02:58:18,,
EVT_000420,EMP_0148,modify,80C6C1E10,38755,21899,2022-09-14 03:11:44,,
EVT_000086,EMP_0030,revoke,814511C70,forex,,2022-09-14 03:11:58,,
EVT_000362,EMP_0089,revoke,813F65FB1,large_transaction,,2022-09-14 03:24:36,,
EVT_000294,EMP_0031,revoke,805694570,api_access,,2022-09-14 04:11:07,,
EVT_000245,EMP_0197,revoke,805D4B310,large_transaction,,2022-09-14 05:28:28,,
EVT_000270,EMP_0045,revoke,8114AAFA0,admin,,2022-09-14 05:53:24,,
EVT_000163,EMP_0012,grant,80F203E40,,api_access,2022-09-14 07:33:23,,
EVT_000589,EMP_0166,modify,801211C30,26673,20368,2022-09-14 07:47:27,,
EVT_000464,EMP_0112,grant,80D687B80,,large_transaction,2022-09-14 08:01:31,,
EVT_000267,EMP_0005,revoke,8076673E0,admin,,2022-09-14 09:42:58,,
EVT_000097,EMP_0071,modify,810136F90,9946,5575,2022-09-14 10:19:21,,
EVT_000273,EMP_0052,grant,800E860B0,,forex,2022-09-14 10:46:21,,
EVT_000254,EMP_0167,grant,806F1C5C0,,admin,2022-09-14 10:52:59,,
EVT_000232,EMP_0097,revoke,80D60B240,api_access,,2022-09-14 10:59:53,,
EVT_000073,EMP_0016,grant,8036F7090,,wire_transfer,2022-09-14 11:23:32,,
EVT_000541,EMP_0145,grant,800A57770,,wire_transfer,2022-09-14 12:43:09,,
EVT_000501,EMP_0054,modify,80917BC30,31252,47423,2022-09-14 13:27:20,,
EVT_000694,EMP_0116,grant,80186E730,,batch_payment,2022-09-14 14:04:16,,
EVT_000635,EMP_0081,revoke,813559ED0,forex,,2022-09-14 14:43:59,,
EVT_000493,EMP_0159,revoke,807DE9A00,forex,,2022-09-14 16:03:47,,
EVT_000619,EMP_0046,modify,8049EF700,45127,4451,2022-09-14 16:10:11,,
EVT_000752,EMP_0065,grant,80CA33FB0,,batch_payment,2022-09-14 16:28:29,,
EVT_090014,EMP_0024,modify,8000588D0,spending_limit=5000,spending_limit=200000,2022-09-14 16:31:28,suspicious,S14
EVT_000135,EMP_0124,grant,814417DA1,,forex,2022-09-14 17:02:50,,
EVT_000401,EMP_0119,grant,80DFDEBB0,,api_access,2022-09-14 17:13:17,,
EVT_000722,EMP_0187,revoke,81313A450,forex,,2022-09-14 17:23:46,,
EVT_000319,EMP_0063,revoke,810BF14C0,large_transaction,,2022-09-14 17:23:54,,
EVT_000599,EMP_0053,grant,814681EA0,,api_access,2022-09-14 17:41:18,,
EVT_000399,EMP_0131,revoke,8093C4820,wire_transfer,,2022-09-14 17:56:46,,
EVT_000518,EMP_0077,revoke,800ED00D0,wire_transfer,,2022-09-14 18:33:21,,
EVT_000222,EMP_0116,grant,8022480A0,,wire_transfer,2022-09-14 18:52:28,,
EVT_000549,EMP_0031,grant,81022DE40,,large_transaction,2022-09-14 19:15:02,,
EVT_000494,EMP_0086,revoke,808ED4030,large_transaction,,2022-09-14 20:42:50,,
EVT_000764,EMP_0182,grant,80BE1F7F0,,api_access,2022-09-14 20:56:02,,
EVT_000498,EMP_0097,modify,805CCE060,16887,22357,2022-09-14 21:07:47,,
EVT_000733,EMP_0006,revoke,806FF21B0,forex,,2022-09-14 21:29:36,,
EVT_000098,EMP_0130,revoke,805866C00,forex,,2022-09-14 22:47:03,,
EVT_000104,EMP_0170,modify,8107DD230,25984,26302,2022-09-14 22:51:54,,
EVT_090030,EMP_0038,grant,80005B5F0,,forex,2022-09-14 23:25:11,legitimate,L10
EVT_000606,EMP_0133,revoke,8104BBFA0,api_access,,2022-09-14 23:34:58,,
EVT_000545,EMP_0094,revoke,80B40A100,api_access,,2022-09-14 23:37:30,,
EVT_000035,EMP_0163,revoke,812993720,forex,,2022-09-15 02:06:45,,
EVT_000396,EMP_0029,grant,801471C80,,api_access,2022-09-15 02:08:23,,
EVT_000255,EMP_0074,grant,813257170,,wire_transfer,2022-09-15 02:32:33,,
EVT_000021,EMP_0193,revoke,813E39221,forex,,2022-09-15 03:25:30,,
EVT_000204,EMP_0159,revoke,80989AF70,batch_payment,,2022-09-15 03:27:59,,
EVT_000093,EMP_0031,grant,80D774460,,large_transaction,2022-09-15 03:30:51,,
EVT_000127,EMP_0191,modify,80A4D52C0,4214,40741,2022-09-15 03:47:53,,
EVT_000199,EMP_0129,modify,80B9A8940,47115,16080,2022-09-15 04:00:30,,
EVT_000721,EMP_0161,modify,8030F0360,29533,14232,2022-09-15 04:18:58,,
EVT_000257,EMP_0066,grant,804761100,,wire_transfer,2022-09-15 04:39:53,,
EVT_000238,EMP_0198,grant,80B3479C0,,api_access,2022-09-15 04:43:44,,
EVT_000642,EMP_0011,modify,80472A200,46670,40538,2022-09-15 05:03:26,,
EVT_000711,EMP_0068,revoke,804AF2070,large_transaction,,2022-09-15 05:31:41,,
EVT_000374,EMP_0107,modify,812672E50,3444,12473,2022-09-15 05:44:34,,
EVT_000024,EMP_0064,modify,8041E8A10,3638,3033,2022-09-15 06:24:19,,
EVT_000626,EMP_0089,grant,80D379350,,api_access,2022-09-15 06:32:46,,
EVT_090026,EMP_0034,modify,80005AD90,"address=456 Oak Ave, Portland","address=789 Pine St, Seattle",2022-09-15 06:45:27,legitimate,L06
EVT_000237,EMP_0020,grant,806202740,,batch_payment,2022-09-15 08:31:36,,
EVT_000123,EMP_0065,revoke,809789820,admin,,2022-09-15 08:53:02,,
EVT_000248,EMP_0027,revoke,80ECC4C40,api_access,,2022-09-15 09:07:26,,
EVT_000587,EMP_0007,modify,811AA3930,19672,46251,2022-09-15 09:36:16,,
EVT_000180,EMP_0124,grant,804A4DE80,,admin,2022-09-15 09:41:17,,
EVT_000651,EMP_0024,revoke,812E303F0,batch_payment,,2022-09-15 09:41:18,,
EVT_000461,EMP_0176,grant,8113DDFF0,,forex,2022-09-15 09:55:47,,
EVT_000152,EMP_0032,revoke,813D64DE1,batch_payment,,2022-09-15 09:59:51,,
EVT_000296,EMP_0032,revoke,802CE3B10,batch_payment,,2022-09-15 11:57:11,,
EVT_000427,EMP_0058,revoke,8063A9CD0,batch_payment,,2022-09-15 13:52:36,,
EVT_000078,EMP_0173,grant,81167FEE0,,batch_payment,2022-09-15 15:05:27,,
EVT_000592,EMP_0034,revoke,80803B9E0,forex,,2022-09-15 15:12:43,,
EVT_000322,EMP_0037,revoke,8067950E0,api_access,,2022-09-15 15:29:09,,
EVT_000418,EMP_0056,grant,80FB1DD20,,api_access,2022-09-15 16:24:06,,
EVT_000315,EMP_0011,modify,8112E29E0,23126,37937,2022-09-15 16:25:21,,
EVT_000218,EMP_0020,revoke,80D671480,forex,,2022-09-15 16:36:50,,
EVT_000126,EMP_0003,modify,80BC16800,26939,18988,2022-09-15 16:56:50,,
EVT_000276,EMP_0200,revoke,800FDBF30,forex,,2022-09-15 17:14:44,,
EVT_000056,EMP_0033,revoke,80D4250F0,admin,,2022-09-15 18:19:55,,
EVT_090016,EMP_0026,modify,800058B80,risk_rating=high,risk_rating=low,2022-09-15 19:24:34,suspicious,S16
EVT_090018,EMP_0026,modify,800059230,risk_rating=high,risk_rating=low,2022-09-15 19:27:34,suspicious,S16
EVT_090017,EMP_0026,modify,800058F40,risk_rating=high,risk_rating=low,2022-09-15 19:34:34,suspicious,S16
EVT_000526,EMP_0027,grant,810A280E0,,api_access,2022-09-15 19:46:03,,
EVT_000724,EMP_0118,revoke,813244640,api_access,,2022-09-15 20:22:27,,
EVT_000741,EMP_0045,modify,803FBC2F0,38268,2897,2022-09-15 21:04:25,,
EVT_000784,EMP_0058,modify,80E6E0220,49077,17306,2022-09-15 21:48:35,,
EVT_000042,EMP_0088,revoke,805CA0200,forex,,2022-09-15 23:10:13,,
EVT_000578,EMP_0081,grant,8079DC880,,wire_transfer,2022-09-15 23:26:36,,
EVT_000213,EMP_0175,modify,8134B3600,38976,30419,2022-09-15 23:52:32,,
EVT_000696,EMP_0088,grant,8038536F0,,wire_transfer,2022-09-16 02:16:33,,
EVT_000171,EMP_0111,modify,8095C5830,48240,15091,2022-09-16 02:20:28,,
EVT_000698,EMP_0153,grant,80CBEB570,,forex,2022-09-16 04:26:10,,
EVT_000404,EMP_0016,modify,813863650,5178,36465,2022-09-16 04:50:28,,
EVT_090008,EMP_0018,modify,800057620,fraud_alert=active,fraud_alert=dismissed,2022-09-16 05:10:37,suspicious,S08
EVT_000389,EMP_0129,revoke,813455840,admin,,2022-09-16 05:12:29,,
EVT_000631,EMP_0106,grant,80E94B130,,api_access,2022-09-16 05:23:44,,
EVT_000583,EMP_0056,modify,801CAD9C0,45994,29992,2022-09-16 05:48:35,,
EVT_000346,EMP_0079,revoke,810945C00,api_access,,2022-09-16 06:41:49,,
EVT_000166,EMP_0114,revoke,801857EB0,admin,,2022-09-16 06:54:03,,
EVT_000608,EMP_0031,revoke,8100CEB30,admin,,2022-09-16 07:09:29,,
EVT_000650,EMP_0017,grant,804163860,,wire_transfer,2022-09-16 08:13:06,,
EVT_000130,EMP_0161,modify,802021CD0,45620,9963,2022-09-16 08:35:19,,
EVT_000571,EMP_0096,revoke,80DD1C2A0,wire_transfer,,2022-09-16 08:45:01,,
EVT_000367,EMP_0013,modify,80DEF2E10,16681,16889,2022-09-16 09:18:54,,
EVT_000017,EMP_0137,grant,8009083C0,,api_access,2022-09-16 10:01:37,,
EVT_000220,EMP_0011,modify,80952C900,37327,49425,2022-09-16 10:53:32,,
EVT_000355,EMP_0045,revoke,809877B10,forex,,2022-09-16 12:08:47,,
EVT_000393,EMP_0180,modify,80B6754F0,25485,28252,2022-09-16 12:25:16,,
EVT_000737,EMP_0114,modify,8045F1DC0,6851,13316,2022-09-16 12:40:50,,
EVT_000668,EMP_0179,revoke,8076F4060,admin,,2022-09-16 12:54:13,,
EVT_000436,EMP_0194,modify,809EF39E0,8688,49947,2022-09-16 13:05:31,,
EVT_000437,EMP_0053,modify,80837EE10,40610,47122,2022-09-16 13:22:17,,
EVT_000617,EMP_0064,grant,808A00DD0,,forex,2022-09-16 13:40:07,,
EVT_000390,EMP_0031,modify,80D46DB20,21380,46238,2022-09-16 13:46:52,,
EVT_000407,EMP_0115,revoke,8121FC470,large_transaction,,2022-09-16 14:10:58,,
EVT_000674,EMP_0184,grant,803AC7250,,forex,2022-09-16 14:51:45,,
EVT_000582,EMP_0192,modify,803220930,14962,42161,2022-09-16 15:19:00,,
EVT_000744,EMP_0102,revoke,80D34D9D0,api_access,,2022-09-16 16:36:50,,
EVT_000070,EMP_0176,modify,804D4BD90,30755,5664,2022-09-16 16:57:20,,
EVT_000466,EMP_0070,modify,800F73590,38144,32162,2022-09-16 17:03:25,,
EVT_000602,EMP_0063,modify,801C7D6A0,16639,4794,2022-09-16 17:14:53,,
EVT_000370,EMP_0141,grant,8147CB890,,wire_transfer,2022-09-16 19:04:21,,
EVT_000615,EMP_0039,revoke,803B44970,large_transaction,,2022-09-16 19:54:47,,
EVT_000453,EMP_0164,grant,80DDE4FB0,,api_access,2022-09-16 21:01:57,,
EVT_000715,EMP_0176,modify,8121102A0,28435,36095,2022-09-16 22:02:07,,
EVT_000375,EMP_0127,grant,803D9B130,,large_transaction,2022-09-16 22:08:10,,
EVT_000685,EMP_0145,modify,80227A210,15476,42919,2022-09-16 22:10:07,,
EVT_000435,EMP_0004,revoke,804615740,forex,,2022-09-16 22:21:40,,
EVT_000231,EMP_0153,modify,80EBEA2B0,26687,9450,2022-09-16 22:42:17,,
EVT_000338,EMP_0087,revoke,80B959140,forex,,2022-09-16 23:05:27,,
EVT_000189,EMP_0084,revoke,810297B80,admin,,2022-09-17 00:05:39,,
EVT_000697,EMP_0020,grant,80B5B3380,,admin,2022-09-17 00:16:05,,
EVT_000445,EMP_0141,modify,80D9D3480,17104,33722,2022-09-17 00:56:00,,
EVT_000272,EMP_0184,grant,81025D190,,wire_transfer,2022-09-17 00:59:27,,
EVT_000196,EMP_0053,grant,8063E1490,,wire_transfer,2022-09-17 01:41:32,,
EVT_000233,EMP_0180,grant,811429AD0,,admin,2022-09-17 02:25:13,,
EVT_000244,EMP_0095,revoke,80E1BFB50,batch_payment,,2022-09-17 02:25:44,,
EVT_000669,EMP_0180,grant,807490390,,admin,2022-09-17 02:36:14,,
EVT_000065,EMP_0190,modify,8020D3EF0,4947,40952,2022-09-17 02:37:00,,
EVT_000043,EMP_0003,modify,80AB76DF0,19105,37424,2022-09-17 02:48:34,,
EVT_000683,EMP_0187,grant,8000EBD30,,batch_payment,2022-09-17 03:06:19,,
EVT_000718,EMP_0038,modify,8027CD110,45402,41650,2022-09-17 03:17:45,,
EVT_000146,EMP_0095,revoke,80DF27550,large_transaction,,2022-09-17 03:20:50,,
EVT_000554,EMP_0147,modify,805876630,20178,19961,2022-09-17 04:34:41,,
EVT_000264,EMP_0093,modify,8016723A0,6610,35307,2022-09-17 04:59:19,,
EVT_000110,EMP_0137,revoke,807DF3600,admin,,2022-09-17 05:17:20,,
EVT_000363,EMP_0011,grant,805F47110,,forex,2022-09-17 05:46:04,,
EVT_090019,EMP_0027,grant,800059440,,api_access,2022-09-17 06:00:37,suspicious,S17
EVT_000311,EMP_0051,grant,80D330100,,forex,2022-09-17 06:11:29,,
EVT_000278,EMP_0113,revoke,812AA8C90,admin,,2022-09-17 06:14:35,,
EVT_000029,EMP_0174,revoke,812F2BB20,api_access,,2022-09-17 06:56:04,,
EVT_000209,EMP_0090,modify,80F20F3B0,13707,23896,2022-09-17 06:57:18,,
EVT_000521,EMP_0144,grant,808D5B530,,forex,2022-09-17 07:03:09,,
EVT_000687,EMP_0163,revoke,8127747A0,batch_payment,,2022-09-17 08:56:11,,
EVT_000406,EMP_0187,grant,80D6DB640,,admin,2022-09-17 09:13:23,,
EVT_000164,EMP_0118,modify,80D5FED70,35173,20767,2022-09-17 09:19:21,,
EVT_000408,EMP_0021,revoke,80E342E80,large_transaction,,2022-09-17 09:22:15,,
EVT_000496,EMP_0081,modify,803AD7C30,14163,32392,2022-09-17 09:32:47,,
EVT_000058,EMP_0088,revoke,803CF8F30,large_transaction,,2022-09-17 09:55:22,,
EVT_000528,EMP_0126,revoke,80AF2ADA0,admin,,2022-09-17 10:05:38,,
EVT_000307,EMP_0047,modify,80FF9CD00,42929,39521,2022-09-17 10:14:09,,
EVT_000756,EMP_0131,modify,80DC6B9C0,7705,1481,2022-09-17 10:19:33,,
EVT_000506,EMP_0010,modify,8107548E0,28413,36628,2022-09-17 11:07:07,,
EVT_000691,EMP_0188,revoke,808B1EAE0,large_transaction,,2022-09-17 11:23:36,,
EVT_000108,EMP_0121,modify,81043BD40,11116,5903,2022-09-17 11:26:06,,
EVT_000242,EMP_0185,revoke,804EB3430,admin,,2022-09-17 11:35:31,,
EVT_000214,EMP_0083,modify,812024220,42634,41928,2022-09-17 12:09:25,,
EVT_090013,EMP_0023,modify,800058470,payees=[],"payees=[OFFSHORE_ENTITY_A, OFFSHORE_ENTITY_B]",2022-09-17 13:06:08,suspicious,S13
EVT_000337,EMP_0031,modify,802A7F590,45590,41045,2022-09-17 13:50:01,,
EVT_000052,EMP_0186,revoke,80C3F32F0,forex,,2022-09-17 14:27:20,,
EVT_000591,EMP_0136,modify,8128A4A20,39923,5653,2022-09-17 14:54:01,,
EVT_000113,EMP_0024,grant,808FEF500,,admin,2022-09-17 15:09:42,,
EVT_000410,EMP_0033,modify,80F23C500,26759,35658,2022-09-17 15:19:10,,
EVT_000137,EMP_0186,grant,80E06EFE0,,admin,2022-09-17 15:48:59,,
EVT_000266,EMP_0163,revoke,80803EA90,wire_transfer,,2022-09-17 16:15:50,,
EVT_000440,EMP_0026,revoke,810B4B940,large_transaction,,2022-09-17 16:22:40,,
EVT_000666,EMP_0148,modify,811A2ED70,4664,15379,2022-09-17 16:55:37,,
EVT_000195,EMP_0057,modify,80830C060,21212,3976,2022-09-17 17:39:13,,
EVT_000777,EMP_0086,grant,80D1D7B70,,large_transaction,2022-09-17 18:32:57,,
EVT_000001,EMP_0171,grant,80B04FA90,,large_transaction,2022-09-17 19:03:36,,
EVT_000670,EMP_0049,modify,8116C2F20,10312,37903,2022-09-17 19:06:23,,
EVT_000154,EMP_0086,modify,8050C7EB0,2399,4314,2022-09-17 19:26:20,,
EVT_000377,EMP_0073,grant,8096B63F0,,forex,2022-09-17 19:33:09,,
EVT_000460,EMP_0145,revoke,8050A91B0,large_transaction,,2022-09-17 20:00:54,,
EVT_000504,EMP_0019,revoke,8094F2020,large_transaction,,2022-09-17 20:12:21,,
EVT_000224,EMP_0182,grant,80913F850,,batch_payment,2022-09-17 20:19:20,,
EVT_000663,EMP_0015,grant,810D34E40,,forex,2022-09-17 20:32:41,,
EVT_000568,EMP_0117,grant,8000816C0,,large_transaction,2022-09-17 20:40:12,,
EVT_000486,EMP_0144,grant,812E3ACB0,,admin,2022-09-17 21:02:02,,
EVT_000144,EMP_0010,grant,8064DEEE0,,wire_transfer,2022-09-17 22:20:18,,
EVT_000297,EMP_0183,revoke,8093A7560,batch_payment,,2022-09-17 22:52:59,,
EVT_000284,EMP_0091,grant,80CC66860,,admin,2022-09-17 23:14:43,,
EVT_090040,EMP_0047,modify,800085BF0,wire_transfer_disabled,wire_transfer_enabled,2022-09-14 08:30:00,suspicious,S19
EVT_090041,EMP_0048,modify,80026A5A0,review_pending,review_completed,2022-09-09 08:15:00,legitimate,L19
