account_id,linked_customer_id,bank_id,first_seen_timestamp,last_seen_timestamp,real_txn_count,synthetic_txn_count,total_transaction_count,background_real_laundering_count
805B48D70,,24963,2022/09/01 00:12,2022/09/10 22:33,97,0,97,0
805B8BB80,805B8BB80,15040,2022/09/01 00:04,2022/09/09 15:07,21,0,21,0
805BED8C0,,13029,2022/09/01 00:23,2022/09/10 11:43,22,0,22,0
805C4BAB0,,214881,2022/09/01 00:07,2022/09/10 22:55,32,0,32,0
805CA0200,,313006,2022/09/02 15:54,2022/09/09 23:45,2,0,2,0
805CCE060,,1688,2022/09/01 00:17,2022/09/09 21:42,4,0,4,0
805CDA130,805CDA130,31607,2022/09/01 00:20,2022/09/09 03:56,3,0,3,0
805CE7A90,805CE7A90,26024,2022/09/01 00:12,2022/09/01 16:57,3,0,3,0
805D29210,,7,2022/09/01 14:57,2022/09/07 01:58,4,0,4,0
805D34770,805D34770,113523,2022/09/01 00:04,2022/09/01 00:04,1,0,1,0
805D34BC0,,15895,2022/09/01 17:26,2022/09/01 17:26,1,0,1,0
805D4B310,,13184,2022/09/01 00:15,2022/09/10 03:41,40,0,40,0
805D79140,805D79140,213005,2022/09/01 00:05,2022/09/09 12:56,10,0,10,0
805DC2520,805DC2520,15895,2022/09/01 00:09,2022/09/03 19:55,3,0,3,0
805DD0990,805DD0990,4403,2022/09/01 05:01,2022/09/10 13:12,38,0,38,0
805DD31C0,805DD31C0,13432,2022/09/01 00:07,2022/09/01 19:57,3,0,3,0
805E96390,,315166,2022/09/01 06:01,2022/09/01 06:01,1,0,1,0
805EA3F30,,3698,2022/09/01 00:01,2022/09/10 22:24,91,0,91,0
805EED740,805EED740,18460,2022/09/01 00:13,2022/09/10 23:22,112,0,112,0
805EF3560,805EF3560,22,2022/09/01 17:32,2022/09/09 18:37,3,0,3,0
805EFD340,805EFD340,24850,2022/09/01 00:03,2022/09/10 11:48,80,0,80,0
805F47110,,115803,2022/09/01 00:17,2022/09/03 21:47,3,0,3,0
805F6EF90,,15385,2022/09/01 00:02,2022/09/10 00:28,11,0,11,0
805F797B0,,13157,2022/09/01 00:13,2022/09/09 14:27,4,0,4,0
805FA2BB1,805FA2BB1,15723,2022/09/02 01:46,2022/09/02 01:46,2,0,2,0
805FCA7D0,805FCA7D0,216542,2022/09/01 15:02,2022/09/10 12:47,21,0,21,0
805FCF750,,213737,2022/09/01 13:31,2022/09/07 20:11,2,0,2,0
805FF2F80,,6156,2022/09/01 00:16,2022/09/10 00:04,11,0,11,0
80607FC20,,15385,2022/09/01 00:27,2022/09/09 12:17,24,0,24,0
806096E10,806096E10,316266,2022/09/01 00:23,2022/09/01 00:23,1,0,1,0
8060A2370,,10,2022/09/01 00:15,2022/09/10 09:53,104,0,104,0
8060AFE50,8060AFE50,10,2022/09/01 00:22,2022/09/10 08:18,67,0,67,0
806110AF0,806110AF0,116425,2022/09/01 00:02,2022/09/10 19:18,26,0,26,0
806184A90,,7,2022/09/01 05:30,2022/09/10 00:01,51,0,51,0
806185740,806185740,287,2022/09/01 00:25,2022/09/10 19:29,98,0,98,0
80619F170,80619F170,116425,2022/09/01 00:27,2022/09/01 00:27,1,0,1,0
8061E5BD0,,16649,2022/09/01 00:09,2022/09/01 12:25,3,0,3,0
806202740,,316820,2022/09/02 23:04,2022/09/09 09:20,2,0,2,0
80623C860,80623C860,28693,2022/09/01 00:08,2022/09/10 20:22,35,0,35,0
8062492E0,8062492E0,19474,2022/09/01 00:27,2022/09/01 00:27,1,0,1,0
8062E8E70,,115159,2022/09/01 08:44,2022/09/09 21:52,22,0,22,0
806311B80,806311B80,316918,2022/09/01 00:15,2022/09/01 00:15,1,0,1,0
806324930,,287,2022/09/01 00:14,2022/09/03 16:26,2,0,2,0
8063568D0,8063568D0,17120,2022/09/01 00:13,2022/09/01 00:27,3,0,3,0
806397620,,116904,2022/09/01 00:23,2022/09/01 00:23,1,0,1,0
8063A9CD0,,16792,2022/09/01 01:12,2022/09/09 15:41,37,0,37,0
8063CC830,,7,2022/09/01 00:26,2022/09/01 00:26,1,0,1,0
8063E1490,,6010,2022/09/01 15:49,2022/09/10 08:18,5,0,5,0
806428B20,,16927,2022/09/01 10:32,2022/09/01 10:32,1,0,1,0
80645D3A0,,116425,2022/09/01 07:03,2022/09/09 22:22,23,0,23,0
8064C8820,8064C8820,10,2022/09/01 00:13,2022/09/09 08:37,18,0,18,0
8064DEEE0,,217125,2022/09/01 02:10,2022/09/09 12:20,19,0,19,0
8064ED2F0,8064ED2F0,38697,2022/09/01 00:18,2022/09/01 00:18,1,0,1,0
806515CF0,806515CF0,4259,2022/09/01 00:28,2022/09/01 22:42,2,0,2,0
80658F2D0,,10,2022/09/01 00:00,2022/09/01 12:21,8,0,8,0
8065F4020,8065F4020,2439,2022/09/01 00:08,2022/09/01 09:21,2,0,2,0
80660E630,80660E630,317560,2022/09/02 10:56,2022/09/09 13:49,2,0,2,0
806651F80,,116904,2022/09/01 00:03,2022/09/02 08:47,3,0,3,0
8066C6C30,,310649,2022/09/01 00:00,2022/09/01 00:00,1,0,1,0
8066DBB20,8066DBB20,17732,2022/09/01 00:21,2022/09/04 12:47,2,0,2,0
80676E9D0,80676E9D0,37364,2022/09/02 13:42,2022/09/09 06:42,2,0,2,0
806788380,806788380,21550,2022/09/01 09:38,2022/09/10 04:57,36,0,36,1
80678F290,,5329,2022/09/01 00:01,2022/09/10 16:09,14,0,14,0
8067950E0,,13554,2022/09/01 00:07,2022/09/09 07:07,5,0,5,0
8068029D0,8068029D0,25075,2022/09/01 00:14,2022/09/09 08:30,4,0,4,0
80689C4D0,80689C4D0,25768,2022/09/01 19:54,2022/09/09 03:03,2,0,2,0
8068A3010,8068A3010,28629,2022/09/01 10:53,2022/09/01 15:04,2,0,2,0
80694B5F0,80694B5F0,14,2022/09/01 04:14,2022/09/10 12:20,42,0,42,0
806966C60,806966C60,34715,2022/09/01 17:25,2022/09/01 17:25,1,0,1,0
806969E00,,31943,2022/09/01 23:21,2022/09/01 23:21,1,0,1,0
806989F40,806989F40,318141,2022/09/01 08:48,2022/09/09 03:43,3,0,3,0
80698EE70,,214100,2022/09/01 03:30,2022/09/10 17:51,20,0,20,0
80699E350,,25866,2022/09/01 00:04,2022/09/04 11:56,2,0,2,0
8069AB330,,1547,2022/09/01 00:27,2022/09/10 07:54,24,0,24,0
8069C48B0,8069C48B0,17861,2022/09/01 00:07,2022/09/09 12:44,19,0,19,0
806A47240,806A47240,4726,2022/09/01 00:05,2022/09/09 12:42,17,0,17,0
806A48250,,11904,2022/09/01 15:37,2022/09/10 06:03,5,0,5,0
806A591E0,806A591E0,114674,2022/09/01 00:07,2022/09/09 06:22,32,0,32,0
806A77F00,,318318,2022/09/02 02:43,2022/09/09 02:45,2,0,2,0
806AE84B0,,7,2022/09/01 00:23,2022/09/09 10:44,9,0,9,0
806AF7C70,806AF7C70,16787,2022/09/01 00:21,2022/09/03 21:04,3,0,3,0
806B3DB00,806B3DB00,217096,2022/09/01 12:00,2022/09/09 12:09,7,0,7,0
806BC6340,806BC6340,317456,2022/09/01 00:43,2022/09/01 00:43,1,0,1,0
806BFE4D0,806BFE4D0,117435,2022/09/01 00:18,2022/09/09 21:59,60,0,60,0
806C3B980,,13516,2022/09/01 00:01,2022/09/06 19:51,3,0,3,0
806C434F0,,31035,2022/09/02 23:29,2022/09/09 08:15,2,0,2,0
806C6DB20,,2991,2022/09/01 00:18,2022/09/10 01:50,35,0,35,0
806C6E560,806C6E560,211212,2022/09/01 00:08,2022/09/09 15:31,9,0,9,0
806CB3170,,318718,2022/09/01 00:28,2022/09/01 00:28,1,0,1,0
806CDC5F0,806CDC5F0,6010,2022/09/01 00:07,2022/09/10 03:40,25,0,25,0
806CFE720,806CFE720,28694,2022/09/01 00:04,2022/09/10 20:51,3,0,3,0
806D36B80,,6129,2022/09/01 00:00,2022/09/09 20:20,16,0,16,0
806D5EF00,806D5EF00,16927,2022/09/01 00:01,2022/09/01 04:10,2,0,2,0
806D663F0,806D663F0,116425,2022/09/01 02:16,2022/09/10 18:18,36,0,36,0
806D79F20,806D79F20,318423,2022/09/01 06:04,2022/09/01 06:04,1,0,1,0
806D7D990,806D7D990,4,2022/09/01 00:09,2022/09/09 09:46,30,0,30,0
806D81F70,,9,2022/09/01 00:45,2022/09/01 11:06,2,0,2,0
806D8F820,,318431,2022/09/01 02:10,2022/09/01 02:10,1,0,1,0
806D90200,806D90200,16787,2022/09/01 00:26,2022/09/09 12:24,10,0,10,0
806DA8BF0,806DA8BF0,117070,2022/09/01 09:20,2022/09/10 00:55,36,0,36,0
806DDDFD0,,116843,2022/09/01 00:02,2022/09/10 04:57,33,0,33,0
806E56560,806E56560,1665,2022/09/01 00:23,2022/09/09 19:34,10,0,10,0
806E77290,806E77290,319013,2022/09/02 06:15,2022/09/09 19:07,2,0,2,0
806E7DB20,,38453,2022/09/01 00:20,2022/09/09 07:22,3,0,3,0
806E8E170,806E8E170,17400,2022/09/01 00:03,2022/09/02 16:29,5,0,5,0
806EA4730,806EA4730,316967,2022/09/01 00:10,2022/09/09 03:24,3,0,3,0
806ECB480,806ECB480,217824,2022/09/01 00:16,2022/09/10 00:01,18,0,18,0
806EE5240,,118180,2022/09/02 06:41,2022/09/09 19:06,2,0,2,0
806F01290,806F01290,116843,2022/09/01 00:06,2022/09/09 08:18,8,0,8,0
806F1C5C0,,18405,2022/09/01 00:22,2022/09/10 16:21,46,0,46,0
806F2BBD0,806F2BBD0,117435,2022/09/01 00:17,2022/09/09 07:51,16,0,16,0
806F53F90,806F53F90,16649,2022/09/01 00:01,2022/09/01 00:13,2,0,2,0
806F692F0,806F692F0,7,2022/09/01 00:19,2022/09/02 19:32,3,0,3,0
806F7AF90,,16787,2022/09/01 00:26,2022/09/01 20:09,2,0,2,0
806FD0080,806FD0080,217125,2022/09/01 19:34,2022/09/09 21:15,5,0,5,0
806FE7D00,806FE7D00,19329,2022/09/01 05:05,2022/09/09 21:53,28,0,28,0
806FF21B0,,1686,2022/09/01 00:45,2022/09/09 05:11,4,0,4,0
8070F4600,,1588,2022/09/01 06:06,2022/09/09 17:15,37,0,37,0
80711DFC0,80711DFC0,316737,2022/09/01 06:20,2022/09/09 03:13,3,0,3,0
80714C310,80714C310,17554,2022/09/01 04:02,2022/09/09 08:45,56,0,56,0
8071D95E0,8071D95E0,318644,2022/09/01 00:07,2022/09/09 18:58,3,0,3,0
80720A620,80720A620,218472,2022/09/01 20:59,2022/09/01 20:59,1,0,1,0
8072233C0,,319662,2022/09/01 23:59,2022/09/09 19:17,3,0,3,0
807263700,,219205,2022/09/01 00:02,2022/09/10 08:17,17,0,17,0
807328630,807328630,6075,2022/09/01 14:02,2022/09/10 01:51,33,0,33,0
80734C290,80734C290,16586,2022/09/01 11:15,2022/09/09 13:11,47,0,47,0
80734F320,,115359,2022/09/01 00:17,2022/09/09 08:19,30,0,30,0
80736E5C0,80736E5C0,215803,2022/09/01 14:05,2022/09/09 02:50,20,0,20,0
807398950,,319891,2022/09/01 00:29,2022/09/01 00:29,1,0,1,0
8074670F0,,38655,2022/09/02 16:19,2022/09/09 00:22,2,0,2,0
807481AF0,807481AF0,210617,2022/09/01 00:13,2022/09/06 16:12,3,0,3,1
807490390,,217096,2022/09/01 00:13,2022/09/10 06:57,35,0,35,0
8075523B0,8075523B0,17732,2022/09/01 00:08,2022/09/09 01:43,5,0,5,0
8075B2D30,,320266,2022/09/01 00:17,2022/09/01 00:17,1,0,1,0
8075BE8C0,8075BE8C0,33617,2022/09/02 18:39,2022/09/09 13:41,2,0,2,0
8075F3820,,317673,2022/09/02 05:53,2022/09/09 02:33,2,0,2,0
8076673E0,,5,2022/09/01 00:02,2022/09/10 23:52,99,0,99,0
80766A3D0,80766A3D0,7,2022/09/01 16:07,2022/09/09 13:48,13,0,13,0
8076D6E50,8076D6E50,320437,2022/09/01 00:14,2022/09/01 00:14,1,0,1,0
8076EB8A0,,5,2022/09/01 00:26,2022/09/09 06:59,5,0,5,0
8076F4060,,320391,2022/09/01 00:21,2022/09/01 00:21,1,0,1,0
80770DA20,,212,2022/09/01 00:16,2022/09/09 08:25,4,0,4,0
807734810,,220541,2022/09/01 00:21,2022/09/09 17:48,21,0,21,0
80773C7A0,,15625,2022/09/01 00:15,2022/09/09 23:03,18,0,18,1
80775BA70,80775BA70,210617,2022/09/01 00:13,2022/09/09 15:44,24,0,24,0
807776300,807776300,117660,2022/09/01 00:05,2022/09/01 00:05,1,0,1,0
80777E5C0,80777E5C0,8623,2022/09/01 00:12,2022/09/09 15:21,59,0,59,1
80779AFC0,80779AFC0,17748,2022/09/01 00:05,2022/09/09 04:58,3,0,3,0
80779DBC0,,14325,2022/09/01 00:13,2022/09/09 20:58,15,0,15,0
8077AE780,,23,2022/09/01 00:17,2022/09/09 08:14,21,0,21,0
8077F7C20,8077F7C20,317716,2022/09/01 21:16,2022/09/01 21:16,1,0,1,0
8078A7670,,14254,2022/09/01 00:01,2022/09/10 03:38,27,0,27,0
80790E150,80790E150,37710,2022/09/01 00:14,2022/09/01 00:14,1,0,1,0
8079762D0,8079762D0,37100,2022/09/02 12:48,2022/09/09 08:01,2,0,2,0
8079AAA10,8079AAA10,312412,2022/09/01 00:27,2022/09/01 00:27,1,0,1,0
8079DC880,,19888,2022/09/01 00:09,2022/09/09 06:04,6,0,6,0
807A2A400,807A2A400,16733,2022/09/01 18:49,2022/09/09 01:59,12,0,12,0
807A4A280,,27140,2022/09/01 07:57,2022/09/09 00:29,4,0,4,0
807A63060,807A63060,219969,2022/09/01 00:15,2022/09/09 19:26,24,0,24,0
807A8BFF0,807A8BFF0,18428,2022/09/01 00:02,2022/09/09 05:03,4,0,4,0
807AA4750,807AA4750,3149,2022/09/01 00:07,2022/09/02 20:53,3,0,3,0
807ACADE0,807ACADE0,9691,2022/09/01 00:15,2022/09/04 00:50,3,0,3,0
807AE44F0,,34668,2022/09/01 00:15,2022/09/01 00:15,1,0,1,0
807B0FC30,807B0FC30,14657,2022/09/01 19:10,2022/09/01 19:10,1,0,1,0
807B1F260,807B1F260,220967,2022/09/01 02:00,2022/09/10 13:53,21,0,21,0
807BECC30,,36471,2022/09/01 23:08,2022/09/01 23:08,1,0,1,0
807BF8490,,17174,2022/09/01 00:21,2022/09/01 03:08,2,0,2,0
807C50360,807C50360,220572,2022/09/01 00:13,2022/09/10 18:49,95,0,95,0
807C523B0,807C523B0,320538,2022/09/01 00:20,2022/09/01 00:20,1,0,1,0
807C5CDC0,,220572,2022/09/01 00:18,2022/09/09 08:54,35,0,35,0
807C7C430,807C7C430,321394,2022/09/02 23:50,2022/09/09 09:07,2,0,2,0
807C9D3A0,807C9D3A0,8771,2022/09/01 00:00,2022/09/09 14:54,6,0,6,0
807CACED0,807CACED0,6276,2022/09/01 00:13,2022/09/09 23:57,45,0,45,0
807CD0050,807CD0050,11056,2022/09/01 05:34,2022/09/10 04:57,25,0,25,0
807CD4050,807CD4050,25768,2022/09/01 00:14,2022/09/01 17:15,3,0,3,0
807CFCE50,,215841,2022/09/01 13:15,2022/09/04 00:38,2,0,2,0
807D80E70,807D80E70,11899,2022/09/01 00:05,2022/09/10 23:16,79,0,79,0
807DC0D70,807DC0D70,313820,2022/09/01 00:21,2022/09/01 00:21,1,0,1,0
807DE2E10,807DE2E10,320416,2022/09/02 14:36,2022/09/09 13:46,2,0,2,0
807DE9A00,,321629,2022/09/01 00:13,2022/09/01 00:13,1,0,1,0
807DF3600,,220504,2022/09/01 05:58,2022/09/10 22:46,85,0,85,0
807E3B150,807E3B150,3,2022/09/01 14:00,2022/09/02 06:30,3,0,3,0
807E4A3D0,807E4A3D0,3,2022/09/01 10:30,2022/09/09 08:28,19,0,19,0
807E9A5B0,807E9A5B0,20486,2022/09/01 00:01,2022/09/10 17:59,95,0,95,0
807EE8EB0,807EE8EB0,20486,2022/09/01 00:07,2022/09/07 20:38,3,0,3,0
807EECEA0,,321651,2022/09/01 12:46,2022/09/01 12:46,1,0,1,0
807EFA590,807EFA590,26,2022/09/01 10:11,2022/09/09 21:08,4,0,4,0
807F056B0,,211,2022/09/01 00:06,2022/09/09 23:19,58,0,58,0
807F174C0,,2947,2022/09/01 00:16,2022/09/01 18:25,2,0,2,0
807F18AC0,,7478,2022/09/01 00:03,2022/09/09 18:47,6,0,6,0
807F59C60,807F59C60,36312,2022/09/02 06:58,2022/09/09 09:04,2,0,2,0
807F7AF60,807F7AF60,17222,2022/09/01 03:22,2022/09/10 11:28,17,0,17,0
807FE6A50,807FE6A50,320329,2022/09/01 04:15,2022/09/09 23:01,3,0,3,0
8080235A0,,21142,2022/09/01 00:24,2022/09/10 00:12,12,0,12,0
80803B9E0,,3490,2022/09/02 21:38,2022/09/09 08:11,2,0,2,0
80803EA90,,117733,2022/09/01 10:07,2022/09/09 03:50,5,0,5,0
80806E360,,16431,2022/09/01 16:30,2022/09/10 06:44,40,0,40,0
808077E90,808077E90,14804,2022/09/01 13:36,2022/09/05 21:13,3,0,3,0
8080A28A0,8080A28A0,5425,2022/09/01 00:17,2022/09/06 02:42,3,0,3,0
8080D49F0,8080D49F0,214615,2022/09/01 00:11,2022/09/10 18:48,13,0,13,0
8080D8570,8080D8570,113865,2022/09/01 22:49,2022/09/09 03:04,7,0,7,0
8080FF4A0,8080FF4A0,220541,2022/09/01 11:05,2022/09/09 22:54,6,0,6,0
80811F3E0,80811F3E0,14277,2022/09/01 17:02,2022/09/01 17:02,1,0,1,0
80814F280,80814F280,122055,2022/09/01 00:01,2022/09/10 11:57,112,0,112,0
808153A70,808153A70,321881,2022/09/01 00:21,2022/09/01 00:21,1,0,1,0
808176090,808176090,35049,2022/09/02 23:01,2022/09/09 04:56,2,0,2,0
8081F2B60,8081F2B60,6010,2022/09/01 00:17,2022/09/10 01:24,50,0,50,0
80822D000,80822D000,33287,2022/09/01 00:18,2022/09/01 00:18,1,0,1,0
80828DBC0,80828DBC0,222268,2022/09/01 06:11,2022/09/08 06:28,4,0,4,0
8082B1330,8082B1330,220504,2022/09/01 04:32,2022/09/10 13:07,15,0,15,0
80830C060,,8074,2022/09/01 00:25,2022/09/10 15:56,79,0,79,0
80837EE10,,212,2022/09/01 06:08,2022/09/09 22:37,44,0,44,0
8083881A0,8083881A0,22575,2022/09/01 07:55,2022/09/09 08:45,33,0,33,0
8083B9860,,122047,2022/09/01 00:11,2022/09/09 23:47,15,0,15,0
8083C23D0,,322426,2022/09/01 00:12,2022/09/01 00:12,1,0,1,0
8083D6020,,16163,2022/09/01 00:04,2022/09/10 02:42,31,0,31,0
8083E41E0,8083E41E0,311579,2022/09/01 13:35,2022/09/01 13:35,1,0,1,0
8084157F0,8084157F0,222697,2022/09/01 05:35,2022/09/10 00:28,21,0,21,0
8084357D0,,7,2022/09/01 00:05,2022/09/10 09:37,30,0,30,0
808444B20,808444B20,222697,2022/09/01 18:50,2022/09/10 08:47,24,0,24,0
8084E68B0,,221765,2022/09/01 11:36,2022/09/09 12:24,22,0,22,0
808563320,,15980,2022/09/01 00:06,2022/09/10 16:17,41,0,41,0
80859C380,,10404,2022/09/10 15:16,2022/09/10 15:16,1,0,1,0
8085C23B0,,36533,2022/09/02 18:16,2022/09/09 17:39,2,0,2,0
8085FCBE0,,322618,2022/09/02 00:46,2022/09/09 04:56,2,0,2,0
808622050,,222773,2022/09/01 00:14,2022/09/10 03:47,39,0,39,0
808649F10,,22541,2022/09/01 00:10,2022/09/10 22:51,43,0,43,0
80865B830,,322560,2022/09/02 01:10,2022/09/09 15:24,2,0,2,0
808660B60,808660B60,25536,2022/09/01 02:31,2022/09/10 16:54,21,0,21,0
80866A7E0,80866A7E0,26024,2022/09/01 00:14,2022/09/10 00:28,3,0,3,0
808697F70,808697F70,22541,2022/09/01 00:09,2022/09/10 20:46,57,0,57,2
8086BC2E0,,322440,2022/09/01 23:03,2022/09/01 23:03,1,0,1,0
8086C8A00,8086C8A00,321765,2022/09/02 17:52,2022/09/09 08:31,2,0,2,0
80876B4A0,80876B4A0,21884,2022/09/01 04:57,2022/09/10 11:13,11,0,11,0
80877E700,80877E700,121987,2022/09/01 02:42,2022/09/10 01:36,52,0,52,0
808780350,,22541,2022/09/01 00:12,2022/09/01 00:15,2,0,2,0
80882D5F0,,33557,2022/09/02 17:27,2022/09/09 09:20,2,0,2,0
8088317F0,8088317F0,5836,2022/09/01 00:09,2022/09/10 12:22,35,0,35,0
80884F130,80884F130,322994,2022/09/02 12:02,2022/09/09 19:44,2,0,2,0
80888FA00,80888FA00,10,2022/09/01 04:43,2022/09/10 16:26,90,0,90,0
8088A8FF0,8088A8FF0,34292,2022/09/01 00:16,2022/09/01 00:16,1,0,1,0
8088B0390,8088B0390,20226,2022/09/01 00:14,2022/09/10 02:11,5,0,5,0
8088FCA40,8088FCA40,223641,2022/09/01 00:09,2022/09/09 13:38,3,0,3,0
808903EC0,808903EC0,221198,2022/09/01 00:03,2022/09/01 00:11,2,0,2,0
808921B40,,7,2022/09/01 00:02,2022/09/09 07:32,17,0,17,0
808930C40,808930C40,5,2022/09/01 00:14,2022/09/09 10:40,12,0,12,0
8089A5AB0,8089A5AB0,11642,2022/09/01 00:15,2022/09/10 20:25,43,0,43,0
8089BBD80,,28711,2022/09/02 08:41,2022/09/03 02:21,5,0,5,0
8089FE4A0,8089FE4A0,321269,2022/09/01 02:14,2022/09/01 02:14,1,0,1,0
808A00DD0,,37171,2022/09/01 00:13,2022/09/01 00:13,1,0,1,0
808A1EAE0,,27444,2022/09/01 09:50,2022/09/09 07:55,4,0,4,0
808A826F0,808A826F0,122946,2022/09/01 03:18,2022/09/10 15:57,45,0,45,0
808AA7580,808AA7580,23331,2022/09/01 19:10,2022/09/10 16:05,4,0,4,0
808AA91E0,,26,2022/09/01 00:06,2022/09/09 19:23,4,0,4,0
808AD9180,808AD9180,26580,2022/09/01 00:13,2022/09/10 00:08,18,0,18,0
808AFC6A0,,218897,2022/09/01 00:07,2022/09/09 02:53,7,0,7,0
808B18F30,808B18F30,211,2022/09/01 00:01,2022/09/10 00:28,28,0,28,0
808B1EAE0,,314009,2022/09/01 00:04,2022/09/01 00:04,1,0,1,0
808B9ABB0,808B9ABB0,323189,2022/09/01 01:37,2022/09/01 01:37,1,0,1,0
808BDDFF0,808BDDFF0,15747,2022/09/01 00:17,2022/09/09 16:21,68,0,68,0
808C59F00,,122405,2022/09/01 00:00,2022/09/10 16:05,17,0,17,0
808C63380,,23289,2022/09/02 22:14,2022/09/09 21:10,2,0,2,0
808CA0F70,808CA0F70,220572,2022/09/01 16:37,2022/09/01 21:10,2,0,2,0
808CBFC20,,38931,2022/09/02 18:50,2022/09/09 21:05,2,0,2,0
808CF8E40,,1124,2022/09/01 02:32,2022/09/09 18:49,21,0,21,0
808D4CF90,808D4CF90,1068,2022/09/01 00:00,2022/09/09 04:34,3,0,3,0
808D52770,,36277,2022/09/01 00:18,2022/09/01 00:18,1,0,1,0
808D5B530,,25637,2022/09/01 02:29,2022/09/09 20:37,43,0,43,0
808D62D60,808D62D60,6129,2022/09/01 18:30,2022/09/10 22:03,4,0,4,0
808D8FB20,808D8FB20,122946,2022/09/01 06:00,2022/09/10 14:59,51,0,51,0
808D94BD0,808D94BD0,21568,2022/09/01 15:30,2022/09/09 10:54,4,0,4,0
808E13B70,808E13B70,123612,2022/09/01 07:49,2022/09/01 12:35,2,0,2,0
808E39660,,120292,2022/09/01 10:19,2022/09/10 18:55,23,0,23,0
808E7B510,,122545,2022/09/01 03:14,2022/09/01 12:08,5,0,5,0
808ED4030,,211050,2022/09/01 00:19,2022/09/09 02:47,3,0,3,0
808EF6310,,22541,2022/09/01 00:29,2022/09/10 14:51,31,0,31,0
808F06960,808F06960,321812,2022/09/01 00:09,2022/09/01 00:09,1,0,1,0
808F41090,,214100,2022/09/01 01:38,2022/09/09 22:23,29,0,29,0
808FD35A0,,32045,2022/09/02 19:48,2022/09/09 10:20,2,0,2,0
808FEF500,,224449,2022/09/01 00:05,2022/09/10 12:27,60,0,60,0
809030A70,,222697,2022/09/01 00:07,2022/09/09 19:22,9,0,9,0
80909FFE0,,19,2022/09/01 00:12,2022/09/10 23:16,29,0,29,0
8090AC860,8090AC860,24779,2022/09/01 01:44,2022/09/10 19:12,89,0,89,0
8091088B0,,19,2022/09/01 01:00,2022/09/09 16:12,47,0,47,0
809139F60,,908,2022/09/01 14:39,2022/09/09 10:39,35,0,35,0
80913F850,,221691,2022/09/01 04:40,2022/09/01 04:40,1,0,1,0
80917BC30,,324895,2022/09/02 13:16,2022/09/09 15:39,2,0,2,0
80918FEC0,80918FEC0,214,2022/09/01 00:09,2022/09/10 10:17,45,0,45,0
80920B580,80920B580,8805,2022/09/01 23:57,2022/09/01 23:57,1,0,1,0
80922CDA0,80922CDA0,8,2022/09/01 00:06,2022/09/10 15:50,45,0,45,0
809250070,,13145,2022/09/01 00:23,2022/09/09 18:02,4,0,4,0
8092927E0,8092927E0,325126,2022/09/01 16:44,2022/09/01 16:44,1,0,1,0
8092A06E0,,325036,2022/09/01 00:05,2022/09/01 00:05,1,0,1,0
8092F28B0,8092F28B0,19,2022/09/01 02:31,2022/09/10 20:55,102,0,102,0
809326550,809326550,34312,2022/09/01 18:32,2022/09/01 18:32,1,0,1,0
809334D30,809334D30,8,2022/09/01 00:19,2022/09/10 16:46,42,0,42,0
8093409B0,,124331,2022/09/01 07:49,2022/09/09 17:27,27,0,27,0
80938EF50,80938EF50,220271,2022/09/01 06:38,2022/09/09 01:28,16,0,16,0
809390850,809390850,3123,2022/09/01 10:05,2022/09/09 00:08,3,0,3,0
80939F610,,223641,2022/09/01 00:23,2022/09/01 00:23,1,0,1,0
8093A7560,,18951,2022/09/01 10:48,2022/09/09 23:25,51,0,51,0
8093C4820,,121415,2022/09/01 05:50,2022/09/10 04:58,38,0,38,0
8093DAD40,,325407,2022/09/01 13:05,2022/09/01 13:05,1,0,1,0
8093DF330,8093DF330,1490,2022/09/01 00:01,2022/09/07 07:34,3,0,3,0
8093E2B50,8093E2B50,21142,2022/09/01 00:20,2022/09/01 00:20,1,0,1,0
80941CF80,80941CF80,2454,2022/09/01 00:06,2022/09/10 23:59,52,0,52,0
8094CAC70,,325442,2022/09/02 12:31,2022/09/09 13:02,2,0,2,0
8094F2020,,24941,2022/09/01 06:36,2022/09/10 04:58,31,0,31,0
8094FBAB0,8094FBAB0,210,2022/09/01 00:19,2022/09/09 23:28,51,0,51,0
80951E630,,325534,2022/09/01 00:07,2022/09/01 00:07,1,0,1,0
80952C900,,315412,2022/09/02 15:12,2022/09/09 16:10,2,0,2,0
8095375C0,8095375C0,213,2022/09/01 00:10,2022/09/10 00:01,15,0,15,0
8095C5830,,225156,2022/09/01 00:19,2022/09/09 16:54,33,0,33,0
8095E3A10,8095E3A10,9691,2022/09/01 16:21,2022/09/09 17:48,3,0,3,0
8095E4450,,325767,2022/09/01 00:15,2022/09/01 00:15,1,0,1,0
809613680,809613680,15695,2022/09/01 03:46,2022/09/10 14:17,24,0,24,0
809630F40,,325836,2022/09/02 17:49,2022/09/09 08:33,2,0,2,0
809639E80,809639E80,122055,2022/09/01 00:11,2022/09/01 00:11,1,0,1,0
80964E5D0,80964E5D0,24856,2022/09/02 05:02,2022/09/09 14:59,6,0,6,0
80966B850,80966B850,324841,2022/09/02 14:01,2022/09/09 03:39,2,0,2,0
80967E310,80967E310,225734,2022/09/01 20:31,2022/09/07 06:53,2,0,2,0
8096826D0,8096826D0,8,2022/09/01 00:15,2022/09/09 13:44,21,0,21,0
80969E460,80969E460,10813,2022/09/01 00:25,2022/09/10 16:22,36,0,36,0
8096B63F0,,25534,2022/09/01 08:17,2022/09/01 08:17,1,0,1,0
